record_id,route_id,origin_station,destination_station,district,encoded_transport,fare_hkd,distance_km,scheduled_duration_min,hour_of_day,day_of_week,is_holiday,weather_condition,country_code,internal_batch_id,survey_code,campaign_tag,device_theme,promo_bucket,random_zone_code,passenger_token,session_id,ticket_reference,device_id_hash,distance_m,fare_hkd_rounded,route_group,is_peak_hour,service_note,ops_comment_code,route_label_variant
R07802,RT002,WAN CHAI,central%2520station,Wan Chai,bus / local / standard / CityBus,,,,19,Fri,0,,hkg,B7941,S3,commuter_plus,contrast,none,zone-3,PX96620393,S7089395446,TKT-177782,dev-5019ed1f,2340,7,group-0,1,weather watch,OPS-A,ROUTE 002
R07803,RT033,ktown_stop,stn_central,Central and Western,standard_bus_express_ctb,0.0,unknown,4.0,18,Sat,0,wx_c,hkg,B7279,S3,summer_push,large_text,A,zone-5,PX63438099,S5399675102,TKT-646034,dev-5ad943c6,350000,999,group-0,1,normal service,OPS-C,ROUTE 033
R07804,RT006,KENNEDY TOWN,North.Pt,Central and Western,bus-XHBR|local|premium|K.M.B.,,,,21,Wed,1,,geo::hkg,B2446,S3,none,contrast,none,zone-2,PX26712284,S6284521644,TKT-867993,dev-d839fb51,4380,14,group-0,0,priority boarding,OPS-C,ROUTE 006
R07805,RT051,Tsuen%20Wan,wanchai_stop,Tsuen Wan,Bus_Local_Standard_CityBus,,,,15,Fri,0,,hkg,B2262,S3,summer_push,classic,A,zone-5,PX61376293,S2190338759,TKT-794184,dev-333c8c17,1840,8,group-0,0,platform crowding,OPS-C,ROUTE 051
R07806,RT024,TsuenWan,North Pt,Tsuen Wan,bus_local_STANDARD_kmb,NA,,,22,Wed,0,,hkg,B4890,S1,none,large_text,A,zone-1,PX16636649,S2009472397,TKT-366067,dev-1c70ac73,12420,18,group-0,0,weather watch,OPS-A,Route-024
R07807,RT022,CWB,SHA TIN,Wan Chai,tram_Local_Standard_CityBus,,,,22,Fri,0,,hkg,B8910,S2,commuter_plus,compact,B,zone-5,PX71171011,S3802125345,TKT-695416,dev-df591c3f,7690,14,group-0,0,normal service,OPS-B,Route-022
R07808,RT033,Mongkok,adm_xfer,Yau Tsim Mong,TRAM_local_Standard_citybus;backup=CTB,,,,11,Sun,0,,hkg,B1052,S2,none,compact,none,zone-5,PX82793360,S5233448922,TKT-211186,dev-d1c4ce6c,10120,16,group-0,0,normal service,OPS-C,ROUTE 033
R07809,RT073,WanChai,adm_xfer,Wan Chai,Bus_Bus_Local_standard_CityBus,,,,6,Wed,0,,hkg,B3344,S3,none,large_text,A,zone-2,PX72069437,S3368103634,TKT-161333,dev-93070fd3,1390,8,group-0,0,platform crowding,OPS-D,ROUTE 073
R07810,RT017,adm_xfer,NorthPoint,Central and Western,Bus_LOCAL_STANDARD_K.M.B.,~6.9,2.9 km,0.3 hrs,22,Thu,0,rain??,hkg,B4785,S3,none,contrast,none,zone-3,PX41423428,S7819420463,TKT-389742,dev-6b335ad8,2900,7,group-0,0,priority boarding,OPS-D,ROUTE 017
R07811,RT050,shatin_term,ktown_stop,Sha Tin,bus_Express_Standard_Kowloon Motor Bus,12.3,,28.0,17,Tue,0,sunny,hkg,B4701,S1,none,classic,none,zone-1,PX91838879,S7149844678,TKT-697256,dev-b244d94f,5490,12,group-0,1,priority boarding,OPS-D,ROUTE 050
R07812,RT074,ShaTin, Causeway Bay   ,Sha Tin,op=bus-airport|standard|local|K.M.B.,250.0,360000m,720.0,21,thu,0,,geo::hkg,B6869,S1,none,compact,none,zone-4,PX56977500,S4879817455,TKT-200057,dev-5f22a328,900000,1,group-0,0,priority boarding,OPS-C,ROUTE 074
R07813,RT004,tst_east,np_ferry,Wan Chai,bus-airport_local_standard_KMB,15.0,2250m,15.0,6,Thu,0,wx_r,hk-zone,B4034,S2,none,classic,C,zone-1,PX38062196,S3176282890,TKT-785903,dev-768acce0,2250,15,group-0,0,platform crowding,OPS-D,ROUTE 004
R07814,RT009,Kennedy Town  ,tst_east,Central and Western,bus_exp_standard_Kowloon Motor Bus,14.4 HKD,5370m,25.0,10,Sat,0,wx_c,na_region,B3695,S1,none,classic,none,zone-5,PX27614710,S3685079780,TKT-542093,dev-8c98ea7a,5370,14,group-0,0,weather watch,OPS-D,Route-009
R07815,RT005,TsimShaTsui, Central Station ,Yau Tsim Mong,standard_bus-crossharbour_express_K.M.B.,,,,5,Sat,0,,hkg,B6570,S3,tourist_day,compact,none,zone-3,PX69328624,S2247539366,TKT-927583,dev-bfab010b,2400,8,group-0,0,weather watch,OPS-B,ROUTE 005
R07816,RT044,K Town,wanchai_stop,Wan Chai,Bus_LOCAL_Standard_Kowloon Motor Bus,HK$6.1,1.06-2.3,about 10,12,wed,0,,hkg,B5309,S2,tourist_day,compact,none,zone-1,PX48544735,S1471173539,TKT-241610,dev-e5a3a9f2,1060,6,group-0,0,minor queue,OPS-D,ROUTE 044
R07817,RT032,mk_hub,Kennedy%20Town,Eastern,TRAM_standard_local_CityBus,,,,19,tue,0,,hkg,B6820,S2,tourist_day,large_text,none,zone-3,PX20122138,S1526475090,TKT-354141,dev-c868060a,5050,7,group-0,1,minor queue,OPS-B,ROUTE 032
R07818,RT057,stn_central,shatin_term,Sha Tin,bus__local-standard__CityBus,HKD:0.0,0.5-1.7,5-13 min,8,Tue,0,wx.cld.ops,hkg,B1745,S4,none,classic,A,zone-4,PX69047436,S1218257223,TKT-945616,dev-eb3382cf,75,1,group-0,1,weather watch,OPS-D,Route-057
R07819,RT001, Sha%20Tin ,Tsuen.Wan,Sha Tin,FERRY_LOCAL_STANDARD_Hong Kong Ferry,,unknown,85-93 min,12,Thu,0,,na_region,B4000,S3,summer_push,contrast,none,zone-4,PX29214005,S7833097583,TKT-132092,dev-b5dc1aeb,21520,28,group-0,0,priority boarding,OPS-B,Route-001
R07820,RT033,ktown_stop,Causeway%20Bay,Central and Western,Bus_standard_local_kmb,,,,21,Sun,0,,hkg,B8697,S3,none,compact,none,zone-5,PX93407053,S1912174759,TKT-118720,dev-e13baa3e,10810,17,group-0,0,weather watch,OPS-C,Route-033
R07821,RT077,wanchai_stop,Kennedy%20Town,Yau Tsim Mong,bus_standard_local_K.M.B.,,,,10,Fri,0,,hkg,B1449,S3,commuter_plus,classic,B,zone-1,PX60534116,S5914124309,TKT-129343,dev-59c958cf,6750,12,group-0,0,minor queue,OPS-A,ROUTE 077
R07822,RT054,ktown_stop,stn_central,Central and Western,BUS-Airport_standard_local_kmb,1200.0 HKD,180000m,720.0,15,Tue,0,wx_s,geo::hkg,B5452,S3,none,compact,none,zone-4,PX47083330,S3428052371,TKT-314583,dev-b745c42f,120000,1,group-0,0,weather watch,OPS-D,ROUTE 054
R07823,RT049,stn_central,cwb_hub,Wan Chai,Tram_LOCAL_STANDARD_ctb,,,77.0,13,Sun,0,wx_s,hkg,B7415,S2,tourist_day,compact,none,zone-4,PX65651629,S1269736886,TKT-736970,dev-68bd8dbe,12690,17,group-0,0,normal service,OPS-C,Route-049
R07824,RT062,Tsim%20Sha%20Tsui,MONG KOK,Yau Tsim Mong,Bus_local_Standard_K.M.B.,0.0-5.0,0.2,2.0,8,Sat,0,,hkg,B1725,S3,none,classic,A,zone-1,PX42427110,S8621722544,TKT-912059,dev-9231f739,120000,1,group-0,1,weather watch,OPS-B,ROUTE 062
R07825,RT007, Kennedy%20Town ,Causeway%20Bay,Central and Western,ferry|local / standard_HK Ferry,,unknown,,22,Wed,0,,hkg,B7024,S1,none,large_text,none,zone-3,PX86591921,S9619489888,TKT-204921,dev-ba505e59,16340,22,group-0,0,platform crowding,OPS-D,Route-007
R07826,RT011, KennedyTown ,Sha%20Tin  ,Central and Western,ferry-AIRPORT_Local_standard_HKKF,fare=900.0,600.0,180.0,20,Fri,0,,territory-hk,B2635,S1,summer_push,contrast,A,zone-1,PX21930325,S7735426625,TKT-570770,dev-b8b29c92,900000,999,group-0,0,platform crowding,OPS-B,ROUTE 011
R07827,RT046,causeway%20bay,twn,Wan Chai,BUS_Local_premium_K.M.B.;backup=CTB,,,,12,Mon,0,,hkg,B7165,S3,summer_push,large_text,A,zone-2,PX30663286,S8169430301,TKT-217779,dev-419e1762,2990,16,group-0,0,normal service,OPS-C,ROUTE 046
R07828,RT024,ktown_stop,stn_central,Sha Tin,ferry_express_premium_HKKF,,,,21,Sun,0,sunny,hkg,B4676,S1,none,contrast,none,zone-3,PX52726045,S8732574496,TKT-494774,dev-20999883,800,6,group-0,0,minor queue,OPS-C,Route-024
R07829,RT054,mong%20kok,Tswan,Yau Tsim Mong,svc:bus_express_standard_K.M.B.,,,,14,Tue,1,,hkg,B1135,S2,commuter_plus,compact,A,zone-3,PX81445182,S1823948188,TKT-365510,dev-fa1a17ef,14820,26,group-0,0,minor queue,OPS-A,Route-054
R07830,RT031,Admiraltyy,tst_east,Central and Western,Tram_LOCAL_Standard_CityBus,11.9,"4,31",32.0,17,Sat,0,wx_s,hkg,B7335,S1,none,contrast,none,zone-5,PX73636467,S5574158533,TKT-863593,dev-13a5b915,4310,12,group-0,1,priority boarding,OPS-A,ROUTE 031
R07831,RT054,Wan Chai  ,north%20point,Wan Chai,tram_EXPRESS_Standard_CTB,,,,10,Thu,0,,hkg,B2885,S4,commuter_plus,compact,none,zone-1,PX66049279,S5108871599,TKT-538844,dev-3fb19d57,11060,20,group-0,0,platform crowding,OPS-C,Route-054
R07832,RT049,adm_xfer,Causeway%20Bay,Central and Western,bus_EXPRESS_STANDARD_Kowloon Motor Bus,"900,0",120.0 km,300-308 min,12,Fri,0,rain??,hkg,B8598,S4,none,compact,none,zone-3,PX67545307,S8669471628,TKT-547598,dev-688e4fb8,25,999,group-0,0,priority boarding,OPS-D,ROUTE 049
R07833,RT049,TST  ,tsw_line,Yau Tsim Mong,ferry_Local_Standard_Hong Kong Ferry,,,,22,Wed,0,,hkg,B7438,S2,commuter_plus,classic,none,zone-2,PX82059402,S1778780298,TKT-549726,dev-7d0a4658,7380,13,group-0,0,priority boarding,OPS-B,Route-049
R07834,RT048,Mong%20Kok,tst_east,Yau Tsim Mong,bus-night-express-standard-K.M.B.,,,,9,Thu,0,,hkg,B2835,S4,none,large_text,B,zone-2,PX34206747,S3794082557,TKT-825181,dev-59cc8f02,4870,14,group-0,1,weather watch,OPS-C,Route-048
R07835,RT053,North%20Point,TsuenWan,Eastern,Tram-cross-harbour_Local_premium_ctb,,,,12,Thu,0,,chn,B9794,S1,none,contrast,C,zone-3,PX44350565,S8744016856,TKT-416917,dev-13e816b2,10320,25,group-0,0,minor queue,OPS-A,Route-053
R07836,RT003,Mong Kok  ,cwb_hub,Wan Chai,tram_local_CityBus,,,,19,Wed,0,,hkg,B8292,S4,none,large_text,B,zone-1,PX46768124,S9887876223,TKT-261905,dev-adb975fe,920,4,group-0,1,minor queue,OPS-B,ROUTE 003
R07837,RT060,shatin_term,stn_central,Sha Tin,bus-night_local_STANDARD_K.M.B.,,,,11,Thu,0,wx_c,geo::hkg,B5618,S4,commuter_plus,compact,B,zone-3,PX44241106,S2773829632,TKT-876238,dev-c20ad5d0,2750,10,group-0,0,priority boarding,OPS-C,Route-060
R07838,RT068,tst_east,adm_xfer,Yau Tsim Mong,bus_local_standard_CityBus,missing,,about 51,19,sun,0,HEAVY_RAIN,legacy,B2433,S2,summer_push,large_text,C,zone-4,PX78513242,S2402981841,TKT-835648,dev-a7dfc815,11060,18,group-0,1,normal service,OPS-D,Route-068
R07839,RT029,tsw_line,np_ferry,Tsuen Wan,bus-night_local_standard_CityBus,14.7,10.25 km,,12,Thu,0,,hkg,B1636,S3,commuter_plus,large_text,none,zone-1,PX99096350,S3544482295,TKT-394789,dev-0fe7022f,10250,15,group-0,0,minor queue,OPS-A,ROUTE 029
R07840,RT010,tsw_line,tst_east,Yau Tsim Mong,FERRY_EXPRESS_STANDARD_hkkf,13.4-18.4,,20.0,14,tue,0,wx_r,geo::852,B4803,S1,summer_push,contrast,B,zone-3,PX42186518,S7382995423,TKT-446024,dev-06bbf683,5290,13,group-0,0,priority boarding,OPS-B,Route-010
R07841,RT058,stn_central,shatin_term,Central and Western,ferry_express_premium_HKKF,,11.0,,23,Thu,0,wx_c,852,B7067,S2,none,large_text,none,zone-5,PX90160321,S6091784575,TKT-428748,dev-2394aa7a,11000,18,group-0,0,platform crowding,OPS-C,Route-058
R07842,RT057,np_ferry,tst_east,Eastern,premium_tram_express_CityBus,fare=900.0,n/a-dist,480 min,19,Sun,0,wx.rn.alert,geo::852,B8971,S4,commuter_plus,large_text,B,zone-4,PX78270654,S2257757688,TKT-879051,dev-cc3dee7f,900000,999,group-0,1,minor queue,OPS-D,Route-057
R07843,RT028,Kennedy%2520Town,ShaTin,Central and Western,Bus_express_standard_kmb,16.8,8.53,about 42,22,Tue,0,,hkg,B9339,S4,summer_push,classic,C,zone-5,PX66809279,S3514009266,TKT-876002,dev-2bbcff5e,8530,17,group-0,0,normal service,OPS-C,ROUTE 028
R07844,RT011,ktown_stop,tsuen wan,Eastern,bus_express_standard_CityBus,,1.1,00:13:00,8,wed,0,,chn,B2798,S3,none,classic,none,zone-3,PX41880767,S3139506931,TKT-929544,dev-6db7abfb,1100,9,group-0,1,platform crowding,OPS-D,ROUTE 011
R07845,RT044,Wan%20Chai,CausewayBay,Wan Chai,ferry-local-standard-HKKF,NA,600.0 km,900.0,20,Tue,0,wx_c,hkg,B8302,S1,none,compact,A,zone-1,PX14816285,S5503868822,TKT-843734,dev-e1695c8c,350000,0,group-0,0,minor queue,OPS-A,Route-044
R07846,RT019,ktown_stop,shatin_term,Sha Tin,bus-night_local_standard_K.M.B.,fare=17.2,13.12,00:67:00,15,Wed,0,wx_s,852,B6875,S3,none,compact,C,zone-4,PX86809692,S2524022134,TKT-517623,dev-8bd33b59,13120,17,group-0,0,normal service,OPS-A,Route-019
R07847,RT060,ktown_stop,stn_central,Sha Tin,Tram-CrossHarbour_LOCAL_standard_citybus;backup=KMB,0.0,0.2-1.4,4-12 min,19,Thu,0,wx_s,geo::hkg,B9543,S4,none,compact,none,zone-4,PX16900852,S7511075035,TKT-898968,dev-ca00eccb,25,999,group-0,1,priority boarding,OPS-B,Route-060
R07848,RT079,np_ferry,admiraltyy,Eastern,bus_LOCAL_standard_Kowloon Motor Bus;backup=CTB,1.0-6.0,about 0.2,00:05:00,11,Wed,0,,hkg,B6687,S1,commuter_plus,contrast,none,zone-2,PX78691098,S1165153933,TKT-629366,dev-d5fee168,25,9000,group-0,0,platform crowding,OPS-B,ROUTE 079
R07849,RT067, Central Stn ,shatin_term,Sha Tin,K.M.B._bus_standard_local,20.7,,59.0,18,Tue,1,,hkg,B8348,S1,none,compact,B,zone-3,PX95795887,S1907207631,TKT-342698,dev-50510332,13990,21,group-0,1,priority boarding,OPS-B,ROUTE 067
R07850,RT036,CWB,Tsim%2520Sha%2520Tsui,Wan Chai,op=bus-airport|local|standard|KMB,"1200,0","80,0",00:240:00,23,Wed,0,,territory-hk,B2793,S2,commuter_plus,large_text,A,zone-5,PX45676218,S3574086391,TKT-578535,dev-f31772a5,900000,999,group-0,0,platform crowding,OPS-A,Route-036
R07851,RT002,tsw_line,tst_east,Yau Tsim Mong,bus_EXPRESS_STANDARD_ctb,,1.94,,14,Wed,0,heavy-rn,geo::852,B9432,S4,commuter_plus,classic,none,zone-5,PX39737973,S4126638347,TKT-654225,dev-717ae964,1940,13,group-0,0,platform crowding,OPS-C,ROUTE 002
R07852,RT051, mong%20kok ,tst_east,Yau Tsim Mong,operator=CTB;service=standard;mode=local;type=tram,,,,13,Thu,0,,hkg,B1085,S4,tourist_day,classic,B,zone-3,PX24334532,S3384530295,TKT-673131,dev-a92719a6,5210,11,group-0,0,minor queue,OPS-A,ROUTE 051
R07853,RT058,shatin_term,ktown_stop,Central and Western,Bus_local_premium_ctb,,,,15,Fri,0,wx_s,hkg,B2331,S1,none,large_text,B,zone-3,PX64671952,S6712990359,TKT-834411,dev-f1a1d4ca,10460,25,group-0,0,normal service,OPS-C,ROUTE 058
R07854,RT055,Mongkok,TsuenWan,Yau Tsim Mong,BUS_local_PREMIUM_K.M.B.,,,,8,Fri,0,,hkg,B1975,S3,summer_push,large_text,none,zone-3,PX63265104,S2994366425,TKT-744631,dev-4a780d19,15930,28,group-0,1,normal service,OPS-C,Route-055
R07855,RT045,TSUENWAN,WanChai,Tsuen Wan,bus_local_Standard_K.M.B.,15.1,8350m,,15,Sat,0,wx_c,hkg,B4917,S1,summer_push,compact,none,zone-1,PX21921883,S1662514197,TKT-695114,dev-e5d44a53,8350,15,group-0,0,priority boarding,OPS-B,Route-045
R07856,RT001,adm_xfer,np_ferry,Tsuen Wan,tram-crossharbour_local_standard_CTB,23.7,,92.0,8,tue,0,wx_hr,geo-hkg-v2,B8728,S2,none,large_text,B,zone-2,PX30621499,S2498058388,TKT-346235,dev-b48d1e54,15930,24,group-0,1,priority boarding,OPS-B,Route-001
R07857,RT005,stn_central,Kennedy Town  ,Central and Western,Tram_Local_Premium_CityBus,,,52-60 min,18,Fri,0,wx_r,hkg,B9708,S3,none,large_text,none,zone-4,PX40535639,S4215103668,TKT-566868,dev-88f2025a,8110,21,group-0,1,minor queue,OPS-A,ROUTE 005
R07858,RT078,wanchai_stop,Admiralty  ,Central and Western,tram-airport_local_PREMIUM_citybus,,,,23,Tue,0,,hk-zone,B2935,S1,none,large_text,none,zone-2,PX46048809,S3778293604,TKT-421801,dev-d16e7c08,1860,30,group-0,0,weather watch,OPS-D,Route-078
R07859,RT044,np_ferry,adm_xfer,Eastern,ferry-night_LOCAL_standard_Hong Kong Ferry,NA,,T28,19,Fri,0,HEAVY_RAIN,legacy,B4233,S2,commuter_plus,classic,C,zone-2,PX89621131,S2864569726,TKT-248713,dev-bdbef68d,6630,11,group-0,1,platform crowding,OPS-B,Route-044
R07860,RT009,shatin_term,stn_central,Central and Western,bus-night_express_standard_CTB,,,32.0,23,Sun,0,cloudy,hkg,B1452,S2,commuter_plus,compact,none,zone-5,PX75870521,S3657114571,TKT-634111,dev-4f331a2f,7110,17,group-0,0,weather watch,OPS-A,Route-009
R07861,RT028,Sha Tin  ,KennedyTown,Sha Tin,bus_bus_Local_standard_kmb,,5.56-6.8,34.0,13,Sat,0,wx_hr,hkg,B9965,S4,none,classic,none,zone-1,PX24368057,S1666216989,TKT-409259,dev-b4db8b6e,5560,10,group-0,0,platform crowding,OPS-B,ROUTE 028
R07862,RT060,mk_hub, S Tin ,Yau Tsim Mong,bus-NIGHT_standard_local_Kowloon Motor Bus,,,,20,Fri,0,,hkg,B4512,S3,none,large_text,C,zone-1,PX54238174,S4006044123,TKT-412538,dev-04e3c464,3910,7,group-0,0,normal service,OPS-C,ROUTE 060
R07863,RT005,Tsuen%20Wan,K Town,Tsuen Wan,bus_local_standard_KMB,0.0,n/a-dist,4.0,15,Tue,0,,hkg,B1272,S2,none,classic,C,zone-2,PX25252798,S9203811312,TKT-123523,dev-d3433e0f,900000,2500,group-0,0,normal service,OPS-C,ROUTE 005
R07864,RT054,Mongkok,cwb_hub,Yau Tsim Mong,Tram_LOCAL_STANDARD_CityBus,,,,14,Mon,0,,hkg,B5662,S4,none,classic,none,zone-4,PX20130028,S7143889438,TKT-396709,dev-7411a74b,2390,7,group-0,0,normal service,OPS-D,ROUTE 054
R07865,RT009,Causeway%2520Bay, CENTRAL STATION ,Wan Chai,standard_tram_exp_ctb,,,,17,Wed,1,,na_region,B3888,S2,commuter_plus,large_text,none,zone-1,PX85486111,S2622701483,TKT-798530,dev-0addf1d0,800,9,group-0,1,priority boarding,OPS-C,Route-009
R07866,RT026,stn_central,shatin_term,Sha Tin,ferry_local_premium_HKKF,,dist=6.93,about 33,17,Wed,0,wx.cld.ops,852,B7772,S2,none,large_text,A,zone-1,PX95000714,S6997377222,TKT-445125,dev-5d320204,6930,12,group-0,1,minor queue,OPS-A,ROUTE 026
R07867,RT078,tsw_line, Mong Kok   ,Yau Tsim Mong,FERRY_LOCAL_STANDARD_hkkf,,8.26-9.5,0.6 hrs,5,Fri,0,sunny,hkg,B4290,S3,summer_push,classic,none,zone-2,PX17201751,S8821384703,TKT-710138,dev-f463f0a7,8260,12,group-0,0,platform crowding,OPS-C,ROUTE 078
R07868,RT079,stn_central,np_ferry,Tsuen Wan,BUS-NIGHT_Express_standard_CityBus,,,,18,Mon,0,,hkg,B8020,S4,none,compact,none,zone-5,PX36614701,S6441576627,TKT-135429,dev-c2a2d2fa,4010,14,group-0,1,minor queue,OPS-D,ROUTE 079
R07869,RT054,np_ferry,tst_east,Tsuen Wan,type=tram|mode=local|service=standard|operator=CityBus,,about 2.87,,14,Mon,0,rain??,geo::852,B1939,S4,commuter_plus,classic,A,zone-4,PX95672566,S4614395241,TKT-238805,dev-87d960d3,2870,9,group-0,0,normal service,OPS-C,Route-054
R07870,RT014, Tsim%20Sha%20Tsui ,K Town,Yau Tsim Mong,bus_local_standard_K.M.B._v9,,,,7,Fri,0,,chn,B9826,S1,commuter_plus,large_text,none,zone-5,PX29223684,S1239603962,TKT-255266,dev-948a062a,14740,20,group-0,1,platform crowding,OPS-A,Route-014
R07871,RT024,Central%20Stn,Tsim%20Sha%20Tsui  ,Central and Western,op=tram-airport|local|standard|CityBus,250.0 fare,80.0-81.2,720.0,8,Fri,0,,territory-hk,B8307,S3,none,large_text,B,zone-5,PX73965817,S5557123372,TKT-950342,dev-d0571ba6,900000,999,group-0,1,weather watch,OPS-A,ROUTE 024
R07872,RT054,CAUSEWAY BAY,NP,Wan Chai,bus-AIRPORT_EXPRESS_Standard_ctb,,,,7,Wed,1,,territory-hk,B8804,S2,summer_push,large_text,B,zone-3,PX76872093,S6795038715,TKT-772775,dev-26e45039,3440,30,group-0,1,platform crowding,OPS-A,Route-054
R07873,RT058,tst_east,North%20Pt,Yau Tsim Mong,ferry__express-premium__HKKF,,,,20,Fri,0,,hkg,B1121,S3,summer_push,compact,B,zone-5,PX83627690,S7461359949,TKT-555064,dev-99c31612,1800,20,group-0,0,weather watch,OPS-A,ROUTE 058
R07874,RT003,Admiralty  ,Causeway%20Bay,Central and Western,ferry_local_premium_HKKF,20.8,,26-34 min,12,Wed,0,,hkg,B3668,S3,commuter_plus,compact,A,zone-5,PX35575434,S4131896710,TKT-112015,dev-33f3d164,4330,21,group-0,0,normal service,OPS-A,Route-003
R07875,RT008,shatin_term,stn_central,Central and Western,Bus-airport_Bus-airport_Local_standard_kmb,fare=250.0,360.0 km,4.0 hrs,13,Sat,1,sunny,852,B3147,S1,summer_push,classic,B,zone-3,PX37607335,S4925914627,TKT-432237,dev-3b695510,350000,999,group-0,0,weather watch,OPS-D,Route-008
R07876,RT031,Sha.Tin,Central%20Station,Sha Tin,bus_local_premium_K.M.B.;backup=KMB,,,,12,Sat,0,,hkg,B9281,S2,none,compact,A,zone-2,PX13530251,S1676635124,TKT-141727,dev-9c20fbd1,3760,14,group-0,0,priority boarding,OPS-D,ROUTE 031
R07877,RT035,ktown_stop,stn_central,Sha Tin,tram_express_premium_CTB,~2.0,about 0.1,0.0 hrs,18,Fri,0,wx_s,hkg,B7009,S1,none,contrast,none,zone-5,PX39814500,S6613628237,TKT-889702,dev-abe3305f,350000,2500,group-0,1,minor queue,OPS-A,ROUTE 035
R07878,RT064,TsimShaTsui,ktown_stop,Central and Western,bus-XHBR__local-standard__CityBus,,,,13,Sun,0,,territory-hk,B1893,S1,summer_push,compact,A,zone-4,PX88741737,S8366477694,TKT-455950,dev-bc077e00,9090,19,group-0,0,minor queue,OPS-C,ROUTE 064
R07879,RT077,tsw_line,adm_xfer,Tsuen Wan,Bus-Airport_Bus-Airport_standard_express_ctb,,,,23,mon,0,,legacy,B6185,S3,none,contrast,none,zone-4,PX70578543,S1873672069,TKT-279217,dev-900ab8be,8150,34,group-0,0,weather watch,OPS-B,Route-077
R07880,RT067,CentralStation,NorthPoint,Central and Western,bus_local_K.M.B.,~22.4,7.13 km,about 34,10,Mon,0,wx_s,hkg,B2549,S3,none,large_text,B,zone-1,PX48899196,S9001394323,TKT-918583,dev-9c94b1c0,7130,22,group-0,0,minor queue,OPS-D,ROUTE 067
R07881,RT034,Admiralty Station,shatin_term,Central and Western,ferry-XHBR_local_standard_HK Ferry,,,,23,Sat,0,,hk-zone,B9500,S1,summer_push,classic,none,zone-3,PX33993376,S2554325796,TKT-159447,dev-431c0b7c,5820,12,group-0,0,priority boarding,OPS-D,Route-034
R07882,RT070,CEN Station  ,wan chai  ,Central and Western,tram_local_premium_CityBus,,unknown,0.6 hrs,16,fri,0,,hkg,B5051,S4,none,contrast,none,zone-2,PX46642493,S5236713892,TKT-573356,dev-6577a160,4980,18,group-0,0,normal service,OPS-A,Route-070
R07883,RT011,north point,wanchai_stop,Eastern,BUS_BUS_Local_Standard_K.M.B.,,,,17,wed,1,,hkg,B9204,S1,none,contrast,B,zone-4,PX58950101,S7730515344,TKT-609486,dev-d366b965,6930,12,group-0,1,platform crowding,OPS-D,ROUTE 011
R07884,RT023,wanchai_stop,ShaTin,Wan Chai,ferry_local_premium_HK Ferry(note=reroute),,,,19,Thu,0,,chn,B5698,S2,commuter_plus,classic,none,zone-1,PX13796682,S3081839028,TKT-281018,dev-b0f31300,8330,21,group-0,1,minor queue,OPS-D,Route-023
R07885,RT035,shatin_term,stn_central,Sha Tin,bus_standard_local_citybus,,,,21,Tue,0,cloudy,hkg,B8424,S1,tourist_day,contrast,B,zone-1,PX21891068,S9860246539,TKT-971462,dev-1197af0d,10630,14,group-0,0,priority boarding,OPS-D,ROUTE 035
R07886,RT009,wanchai_stop,stn_central,Wan Chai,type=bus|mode=local|service=standard|operator=K.M.B.,,,,21,wed,1,,hkg,B8007,S3,none,contrast,none,zone-3,PX86884573,S9765889049,TKT-634532,dev-f0285817,14700,22,group-0,0,normal service,OPS-B,ROUTE 009
R07887,RT077, ADMIRALTY ,cwb_hub,Central and Western,FERRY_EXPRESS_PREMIUM_Hong Kong Ferry,2.0,0.05 km,0.1 hrs,21,Mon,0,,hkg,B9858,S2,none,compact,C,zone-1,PX87560092,S8164026133,TKT-180192,dev-ec80b015,350000,2500,group-0,0,minor queue,OPS-D,ROUTE 077
R07888,RT004,Sha%20Tin,tsuen%2520wan,Sha Tin,bus-local-standard-K.M.B._bus-local-standard-K.M.B.,,,,12,Mon,0,,hkg,B6594,S3,none,large_text,none,zone-4,PX99375820,S8675215286,TKT-956229,dev-b853f80b,8960,14,group-0,0,minor queue,OPS-A,ROUTE 004
R07889,RT010,np_ferry,adm_xfer,Tsuen Wan,operator=K.M.B.;service=standard;mode=local;type=bus,12.8,7.65,40-48 min,19,Fri,0,wx_r,territory-hk,B1822,S3,none,large_text,C,zone-4,PX72501365,S3282203975,TKT-106169,dev-c7bdf544,7650,13,group-0,1,priority boarding,OPS-D,Route-010
R07890,RT026,WAN CHAI, TWN ,Wan Chai,bus-airport_Local_Standard_KMB,~250.0,80.0,about 420,10,Thu,0,,territory-hk,B5059,S4,none,contrast,B,zone-5,PX98331875,S9919420541,TKT-123520,dev-de81e25a,25,0,group-0,0,platform crowding,OPS-D,Route-026
R07891,RT010,shatin_term,stn_central,Sha Tin,tram_express_premium_CTB,"16,5",3.67,26.0,14,fri,0,sunny,hkg,B6507,S1,none,compact,none,zone-3,PX30840075,S2995223468,TKT-479127,dev-3f2b215f,3670,16,group-0,0,minor queue,OPS-A,ROUTE 010
R07892,RT024, KENNEDY TOWN ,S Tin,Central and Western,BUS-night_EXPRESS_STANDARD_K.M.B.,fare=15.2,,,7,Wed,0,,chn,B8832,S3,none,large_text,none,zone-4,PX20922746,S4676967705,TKT-345245,dev-f5aa3225,3770,15,group-0,1,normal service,OPS-A,Route-024
